x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,electricity_consumption_kwh
-0.97966049,0.38528713,-0.44438524,-0.20869711,0.02817822,0.58156678,-0.99873338,0.58167579,0.31610292,-0.37133733,-0.45158033,0.89690667,-0.54520820,-0.38356424,-0.71961355,-0.44193447,0.93440980,-1.27246282,-0.53722704,-0.05748468,-0.57410855,0.61067645,0.11095225,-0.05765743,1.24665666,-1.48040602,-0.57328390,-0.46263613,1.19510833,-0.10417866,-0.65491786,-0.09175719,-0.25596431,-0.49570856,0.17131571,-0.46556939,-0.89257441,0.97739724,0.28269311,-0.95111682,0.74284887,-0.62230951,-0.67978577,0.06272896,-0.37686724,0.34561917,2.09152624,-0.37129908,0.15713496,0.77191007,-1.26983112,-0.51700178,-0.63345829,0.01437218,1.00620405,0.82802741,-0.73141858,-1.38896880,0.13710343,-1.26047197,4.12568614,-2.91711824,3.72077975,-4.28561171,-8.86951497,-1.68277213,-3.24754625,-1.39958028,-2.81162316,8.58835884,-2.32112610,-2.57282140,3.54678840,-4.97129996,3.16854555,6.37731633,2.12878405,2.30848072,1.71181659,9.28922192,-8.39453276,0.57086542,-11.50690422,-7.20138611,-14.60779493,-6.08035646,-7.32911702,-14.93574503,-11.32788995,-0.11929366,0.84874733,-11.00984289,-36.01077993,-22.90366324,-17.92479601,-6.90362201,-33.02230826,-11.23970341,-21.99980501,-11.69930291,2639.82107533
-0.55354840,0.44186909,-0.26490763,-0.42657793,-0.21761007,-0.36424201,-0.49999588,0.28363415,0.32344145,-0.35170694,0.01565666,-0.09448054,0.89064251,-0.32302657,-0.67105234,-0.13108342,-0.28182211,-0.42085929,-0.08085131,-0.00845968,-1.29229014,-0.59531691,-0.27418089,1.05604828,0.62549313,-0.63020576,0.02906366,0.82251674,-0.88178148,-0.37573594,-0.45477670,0.10577355,0.29126554,-0.46111949,-0.19542842,-0.38595706,1.15579233,-0.28987573,1.20643559,-1.31041202,1.48024894,0.51439970,2.13647740,0.61049806,2.13411535,1.40354050,1.36988445,1.39426665,0.74598513,1.13275294,1.62434422,0.98180793,0.46829942,-0.48248193,-1.58017282,3.06877535,1.25323739,2.12447539,3.53218068,0.42170968,-11.67468034,-9.19778703,-0.47756970,-4.50462335,-4.36603345,-3.35124347,6.92587079,3.68701139,-6.87578972,-6.50225309,-12.80956812,-3.07089330,-3.21854777,-1.93883953,-3.93209286,-8.29804978,-2.79968710,-4.02869693,0.32774926,1.85520440,-0.91753458,4.62811382,4.18586729,10.96445549,8.69735420,0.27281651,1.36482141,-7.39559044,11.22691755,11.83241014,5.81880885,-2.45892235,-15.23720787,-10.99646616,8.13334474,-1.28046197,-4.51141979,22.59589434,-4.50577586,15.23868477,2238.13482305
-0.02553431,0.05695796,-0.02425896,0.43842332,0.06854694,-0.12310591,-0.09278820,-0.95991868,-1.08739792,0.33813017,0.41885354,-0.43132713,0.50401166,-0.29767715,-0.52655937,0.11112725,1.28937040,0.22638186,0.84591684,0.32665712,1.08077689,0.47534569,-0.99087250,-0.24481601,-1.08237010,0.72416665,0.69457461,-0.42101166,0.44751222,0.64930858,-0.08255934,2.28036227,0.90159081,0.56016883,1.20614999,0.95684512,-0.43889615,0.98959655,0.77826759,0.82545820,-0.20767685,1.16394303,-0.81317699,-0.54645407,-3.70166073,-1.39030406,1.91699883,-0.64783421,-0.26598009,0.02686484,-1.78996132,-0.69373916,-0.68023731,0.87653389,0.61257206,0.22766722,-1.31482109,1.20825253,1.12511699,-0.60564555,-6.15601212,-14.33738147,-7.76779700,-2.73900889,-7.65124558,-0.84734705,-6.01168393,-11.46623705,-12.63412845,-9.90690543,-1.68580212,-4.50534549,-9.84581069,-4.24005235,-5.75432827,-6.02747937,-7.88607989,-1.97974803,-10.83328235,-4.87091281,-0.46114768,-2.68493506,-10.93151359,-5.11185653,12.91700052,-0.31419763,10.98062810,-9.07317327,-5.63283930,7.49771531,11.32912733,2.79879211,3.55876201,-1.28210214,-2.56264511,-10.41899228,6.47124914,2.59091520,1.39831443,5.99484958,1569.51489249
0.46429784,0.09896080,-0.28187655,0.02708543,0.68254338,0.39360006,-0.43801247,-0.34890870,1.10846560,0.38131701,-0.33798048,0.24122246,-0.04069222,-0.13866428,-0.63549457,0.41596303,0.20232969,-0.13687200,-0.12321122,-0.71054074,0.20783226,0.27641635,0.52918264,0.73418979,0.82178157,-0.45362443,0.45497498,0.09677989,0.70404001,-0.69087280,2.37168225,1.02817113,1.03020149,1.30883698,0.43269559,0.09410819,-0.37782080,0.71125701,0.66260667,0.02610174,0.40156403,-0.44973396,1.32732586,-2.25036493,-0.55101676,-0.00650222,-0.32369865,-2.24614778,-1.88476441,0.64823991,-0.57119571,-1.08445300,-1.36837804,-0.24847257,-0.29286663,-0.08318501,1.25331706,-1.78576059,-0.52611403,-1.45844602,4.74785120,2.18662309,5.11765274,-2.72812539,-0.31195342,1.89350549,6.32684207,1.05907816,8.90166473,1.07228783,4.16671159,5.85351953,6.14766304,5.72199682,0.25971055,-0.47696666,6.84200114,2.08779043,1.87488658,1.07625466,3.49748190,0.96299456,-13.25273146,-11.27380688,5.82679547,-13.28829037,-1.00285968,10.95291706,-19.63703329,1.58094476,3.22624437,2.08464306,11.21567822,-2.32254783,6.92458778,26.87040526,-14.12583798,4.80078357,2.88795769,3.84479713,1843.28804397
0.18156028,-0.82143549,0.08983934,-0.78065899,0.29154393,-0.58902618,0.33606913,0.41128678,0.84914284,-0.32320383,-0.48669846,-0.05790136,-0.70491896,0.12973861,0.00032431,0.18162929,-0.15908849,0.00906126,-0.71977429,-0.13677202,-0.37721437,-0.83174113,0.46358547,-1.39505458,-0.08332189,0.01270964,0.60050830,-0.15604016,-0.31341777,0.47148500,-0.95946237,0.46117356,1.03453548,0.20722513,0.34749726,-0.92598559,0.14448349,-3.29906224,-0.31097359,-0.03153550,2.44269296,2.20936524,-0.83393373,2.24806808,-0.77913363,-0.42172454,0.94909386,0.41350079,0.92448981,2.64243567,0.97889641,0.47735049,0.07324924,-0.50839757,1.43526492,1.82916800,1.96562275,2.02411494,4.16705922,2.71999474,-7.84784083,3.47066094,3.69555412,-0.82309648,-1.70442945,-0.85686357,7.11391643,2.68725719,-2.90320658,2.71411282,4.26457525,-0.84121958,1.05477664,2.95667735,-0.57630635,-0.80408066,2.58633005,0.32729041,4.40848404,-5.98393456,-0.39613531,-0.35173349,3.77837886,-10.92485215,8.37655111,4.18765178,-7.31400419,-0.96544546,-0.82692033,-14.50946200,5.11164239,7.14139647,-4.44595205,-12.39978131,-10.23780285,8.15423188,-8.87668741,-4.78604613,-10.18070429,-8.66846561,1937.88796838
-0.02285682,0.09998881,0.20639931,0.06122158,0.48704370,0.20901868,0.72890211,0.15007061,0.24705975,0.29930052,0.37922982,0.04796532,-0.40242054,0.22213694,-0.07481822,0.74954114,0.81280511,-0.17655266,-0.43255385,-0.23850371,1.13029338,0.12627660,-0.19666768,-0.79468406,-0.08015119,0.59270373,-0.68027027,-0.30207189,-0.07154557,0.11604324,-1.90241018,-0.53289683,-0.68185199,0.83662075,0.72882923,-0.60901154,0.28003026,-1.67961063,-1.57811148,-0.36949354,-1.09159171,0.61275306,0.68696923,0.44326902,1.02613296,1.90715753,0.53527329,2.67743179,0.83465638,3.10089511,-0.99465589,-0.81208064,-1.47163426,-0.28236280,2.45106819,0.89612118,2.44295090,-0.48345446,1.18419873,1.25792320,-4.03108832,-3.99590192,-5.24738594,0.45024140,-10.39945044,-2.03259425,-7.33286624,-2.11802446,2.70132690,-0.56658520,-2.56795338,1.46560489,-5.29104048,-5.14230971,3.26560990,-0.43794873,0.80414381,2.86372156,-5.02509707,0.46388777,14.37086932,11.73068231,-18.12128672,3.38116505,5.58460966,-19.46470535,9.90182231,19.80454068,-6.03402803,6.67374531,-12.18886362,-15.84008933,1.81619391,7.90977706,-7.82534253,7.12245336,-13.20420074,0.61996784,2.94597759,-14.12622928,1881.09466263
-0.41490034,0.12434057,-0.78905272,-0.48553010,-0.15581018,-0.03248881,-0.47963700,-0.56559108,-0.40289391,0.61859758,0.13592390,-0.52874706,0.30362735,-0.42321772,-0.90418898,0.19504326,-0.07639872,-0.47456694,-0.33050351,-0.32182586,-0.31038185,-0.53969524,-1.09176031,-1.16881878,0.57891363,-0.65026719,-0.40336652,-0.27177475,-1.02517016,-0.01725560,-1.34273453,0.40077020,0.47750952,-1.05104754,-0.58511862,-0.72531400,0.03706565,-1.79504061,0.07242769,-0.48274428,-1.30971588,0.74307517,-2.61849123,-0.46708956,-0.94398583,0.60444244,0.81849130,-0.58322904,0.39798545,0.41776326,-0.16548757,1.90571841,-1.39022659,0.12531547,1.53745338,0.63158443,-1.49065202,1.41109488,-0.51108276,0.01524755,-3.46035122,-3.13240065,0.23148495,-5.43969741,-7.52327691,-0.02148976,-3.88881880,1.66728208,-12.32064252,-5.58693456,-2.85174959,-3.49583244,-3.45227375,-2.24518554,-3.78455640,-2.96334962,-3.05779082,1.56361732,-10.81907282,-0.36020304,-6.45554315,-7.74139118,2.41627065,-21.39513233,1.22783504,-2.70734143,-4.62950928,-8.94094393,-9.80629117,-17.55188684,-11.56019281,-2.64237986,3.76279152,21.07355669,-19.23618895,-14.29988123,-8.39062327,6.08996972,-20.57738139,-4.63785420,1546.88410792
-0.56430291,0.43183922,-0.19926791,-0.26764093,1.03853063,-1.15911898,0.58463021,-0.34619647,1.01515745,0.37245623,0.26182415,-0.22149609,-0.09324548,0.01335814,-0.35295978,0.02205269,0.39400801,0.56827538,1.03222507,0.65102613,-0.18530969,0.72780866,0.94119319,-0.65843420,0.45663369,0.40441565,-0.41715132,0.74585609,0.37369664,-0.20590101,0.71164547,-1.16739599,0.78128127,-1.19464679,-1.57566167,-0.08701631,-0.21134405,0.30093275,0.13718665,-0.41884512,-0.89253811,-3.27867001,-3.67893065,-4.99282969,-4.26785942,-4.02022692,-3.14077012,-2.02626984,-4.37791785,-1.49374335,-1.40894456,-1.32560620,-3.24027153,-2.77662650,-1.54621325,-3.45019638,-0.43905037,-5.61671187,-0.34726371,-3.76214755,2.02491473,1.62976336,-0.28152776,3.08319571,3.94756752,-4.21446589,3.44897351,1.68210854,-3.98818206,-5.58426082,-3.76782524,1.58463002,-3.10013307,-2.58472966,-3.72375091,5.94389563,0.87906223,5.39343042,-1.28690709,-7.35131433,-8.68064162,9.56054020,13.53822685,19.43633057,4.21938278,-3.71198737,8.27019910,0.28018241,-6.23511952,11.33496570,-2.81055006,-5.38018101,11.92061114,-14.21834372,-5.87780040,5.40553506,-10.13645123,-0.23917061,-1.13613330,-18.90165670,2110.38128036
0.36744701,0.00954086,0.36957343,0.70622976,0.21382310,0.14187157,-0.08003302,0.16293679,-0.94753382,0.49052033,-0.37287206,0.05408262,0.11143360,-0.41960826,-0.02599148,0.32827274,-0.38415352,-0.54818591,-0.50805792,-0.06697318,-0.83221906,-0.61886400,-0.48153779,-0.42092437,-0.24135641,-0.19463898,-1.65012263,-0.05943439,-0.66707384,-1.37516730,-0.67874348,-0.65197015,-1.21155297,0.00421714,0.59258453,-0.44993978,-0.07107975,-0.77805854,0.34720957,0.71308940,-1.61995923,-1.43483736,-0.87259147,-2.23108170,-2.44492685,0.37508039,-0.80134280,-0.43321729,-1.34973224,-0.25912179,-0.58361320,-2.94698503,-0.80942892,0.69506493,-0.87307844,-0.68522481,0.25136262,-1.20240613,-0.37495409,-1.75156513,9.47767710,5.54436971,10.21627872,6.49901081,4.21017936,6.29810674,4.08221268,-0.55424993,4.60838565,6.05419701,1.01693268,-2.88108266,7.38646073,6.00259249,3.06971771,2.14216843,7.78136143,12.82990138,7.36448936,3.69933514,-6.47330814,-1.82885784,-22.70277026,-5.17491158,-12.08928134,1.78673715,-0.45442315,8.74995510,-3.30744018,-19.29260579,-1.04385088,19.21980569,12.72407231,-8.53976820,-10.28060674,-4.41798355,-1.63726247,-16.00041375,-0.47348191,-19.58015352,1844.76478733
-0.63956374,-1.30009573,-0.55845297,0.02218774,-0.02471565,-0.53064660,0.45448301,0.34208616,-0.68669355,-0.02277465,-0.06791100,-0.15429244,-0.43915382,0.28058106,-0.06088217,-0.29732180,-0.83049926,-0.41805288,0.09409289,-0.47087426,-0.95089209,-0.35415403,-1.61721693,-0.04314674,0.99917656,-0.88052617,-0.16739237,-1.07694190,-1.18660342,-0.52336618,0.91063050,-0.67992876,0.30542076,-1.57336398,-0.88757524,-0.92961303,-0.02141325,-0.89161951,-1.75808899,0.20168769,-0.48936639,-1.15210895,0.54310087,1.11842378,-0.29725166,-1.13550857,-1.50640480,-3.33571141,-0.76438702,2.42802062,0.33893025,0.49939769,-0.60481258,-0.50903177,-0.00087966,-0.88681288,-0.87722003,1.00681804,-1.84654038,-0.44610350,-2.60798042,5.00204101,8.71626270,3.64928623,0.66861620,1.54672342,3.77134791,0.72545049,4.99449317,3.90589917,-1.92565216,4.53003349,1.03295660,-1.97602103,-3.85333950,9.74496609,2.81222054,4.36567293,-2.66717241,1.18756997,8.63243635,4.75769807,18.82620190,-13.76995694,-0.48168618,2.27087942,-5.17611721,-14.96327469,-1.41073872,1.60725309,-12.37897876,-0.00619055,-3.30650324,8.71249655,12.40818786,7.10965498,10.14385716,1.94776072,6.23636536,3.38604375,2170.65379099
0.48485667,0.11101867,-1.04336403,-0.41055519,0.48530512,0.48986416,0.15103768,0.13423350,-0.17967891,-0.67109968,-0.19956281,0.44286315,0.31625314,-0.78626774,-0.48320829,-0.16742522,-0.14868192,0.30945461,-1.01560868,0.08528764,0.62352896,-0.33596040,0.85132298,1.37264158,-0.45353961,0.50228110,0.03149286,-0.60118488,-0.13512968,1.03994317,-0.44199650,0.39805540,2.22046334,1.55742364,1.00042979,-0.91624742,1.03036236,0.89771319,1.10460664,-0.42078313,-1.01683163,2.43100359,0.51893315,2.10423415,3.38050790,1.84085737,1.98823518,2.36167981,1.52391865,-1.34074897,0.12637983,1.09036791,1.10110962,0.74820242,0.69313229,1.92574244,1.37679712,0.70660625,3.24682022,3.12249076,-6.96315818,0.95897329,3.49545388,0.36229166,-2.21731041,4.59288277,-6.37241961,-3.09893862,-1.63375905,5.36670368,4.55454988,-3.50641918,-6.97136862,5.56717406,4.71121937,-0.26117432,0.42170776,1.66295451,-1.51812386,-0.18076754,-6.25026983,5.42875439,-6.69339599,-3.78701619,-6.45115417,-8.12888179,1.18587209,5.79950380,-6.79848616,15.91755357,-10.80043685,10.78472967,-3.80339591,-1.11589149,-15.87879677,8.56371130,7.80275712,11.53921903,-6.35955258,-7.28911376,2047.22339860
-0.86688180,-0.08546488,0.03225110,-0.78005432,-0.21344551,0.06963761,0.08216766,-0.30684184,0.14274182,-0.00767586,0.01487742,-0.30904257,-0.08940901,0.32052639,-0.05702187,-0.39979599,0.22511763,0.57986954,-0.16702026,0.12163845,0.67744856,0.38950044,0.75526426,1.64789181,1.11527319,0.90484907,-0.39503685,0.90109056,1.61999760,0.27669496,1.88899464,0.60813131,1.27928772,-0.29782663,1.55564907,-0.01060452,1.70912164,1.50038241,1.75706219,2.33854660,-2.30423641,0.55406061,-1.69858604,0.39430144,0.14835283,-1.62936797,0.35425133,-0.67864352,-2.13853729,1.89175491,-2.32426388,0.63008883,-0.77668719,-0.04582330,1.48221867,-0.76435810,0.18354873,-0.82018832,-0.28621931,0.18121613,3.83651614,-8.77212816,-2.57866894,-10.49892534,0.00953589,0.69205757,1.12252839,-3.52818844,4.04642577,-4.78966026,2.83750856,0.70129475,-1.28563791,-8.00442243,-5.88756076,4.19577468,-1.70248067,-2.69027021,3.39056668,4.51470581,-6.02292759,-0.14805784,-13.59182293,-17.26821533,-6.96729470,-3.83309681,-2.08843066,-5.55260014,-11.18748461,1.63067577,3.13366106,0.62402357,-14.45040187,1.65563946,-13.36173016,-7.67076182,8.67247492,-11.10897456,-5.36678679,-2.63919986,2375.94840169
-1.05145126,0.27370157,-0.67283575,-0.13074841,0.76219217,-0.66877873,-0.36409793,-0.02020452,0.20071627,0.35204028,0.53449341,-0.06126280,0.53693597,-0.49482649,-0.41344993,-0.12317207,-0.05441608,-1.00017850,0.11310942,-0.15718002,-0.18880521,-0.07703761,0.73923691,0.39675039,-0.65523428,-0.13330165,-1.05875046,0.13578691,-0.41382913,-0.04017202,1.39465072,0.38052374,0.75466458,0.62188974,0.78224985,-1.16834736,0.64573472,0.05736049,-0.04318233,0.04181515,-0.13368948,-3.10018149,-0.59526289,-1.97918323,0.32174179,-3.09869152,-1.71475792,-2.04787876,-2.63603966,-4.48993781,-1.53010638,-0.79691337,-1.09484146,-1.44874451,-1.61037313,-3.56723729,-3.38747847,-2.21061817,-3.04901984,-2.66307696,8.50078029,6.28547581,6.06700864,-1.18140303,1.75555476,-0.64778201,9.43248341,2.84695291,1.53356012,11.37680376,4.43753708,2.19070133,7.11724777,4.52682707,15.37179498,2.41576727,4.79543905,8.32297060,11.31155414,1.48325306,-3.79516678,-0.71166891,4.32228899,-0.45831404,6.70251173,3.67525266,-5.86850464,-1.70976513,7.26652842,7.78881733,-13.43003872,-4.03942230,-7.57777663,8.08567587,1.62878884,2.63232836,-12.89708378,-11.45418454,-9.59639940,7.43874617,2416.24180034
-0.20200968,-0.97619799,0.20238081,0.69765913,-1.25199583,-0.56037573,0.32961898,-0.04567320,0.81024968,-0.24496173,-0.25165213,0.17132278,1.13386125,0.52473498,-0.84483839,0.62973296,-0.15133508,-0.10071472,-0.61381582,0.29312760,0.11564244,0.34563055,-1.22999131,0.80720156,-0.99778679,-0.62170531,0.55926525,-0.39087943,-2.02600050,0.60923232,-0.71353959,-1.42698825,-0.86859054,0.27073946,-1.08933012,0.00269299,0.04722814,-0.46506730,0.77234881,0.35065261,1.00169428,2.07620922,2.00330835,0.36721193,1.98831715,1.01800056,1.47854067,0.83981587,1.51340623,3.07129071,0.90967263,2.37884054,3.76845597,1.27014033,0.91773586,0.68017246,1.18227450,2.75787427,1.80497382,1.89500357,-8.74156808,-7.77714270,-6.23641918,-12.85578646,-12.40611572,-2.79189214,-5.34607533,-4.46173949,-2.80982605,-11.30878440,-1.58713935,-1.00189675,-2.01866856,-3.67637379,-5.75323318,-1.26448123,-4.02080381,-11.30410007,-8.33866011,-0.18233842,2.57878997,-6.05784274,-10.40636363,-27.95447590,-13.71585315,11.23438095,-2.76234044,-6.07465253,7.17117743,-5.07165026,-9.76173653,-15.18151056,2.62755069,-7.20344591,-9.74279199,-14.98346706,-11.42614542,-8.56611643,11.48656270,-0.38863337,1937.95110907
-0.01029006,-0.12765299,-0.25022837,0.39244406,0.83387603,0.17761514,0.39945707,-1.08643259,0.04163476,-0.00499068,-0.48809483,-0.49629133,0.22818889,-0.85616171,-0.04730269,0.30663401,0.11411838,0.02626022,-0.68475401,0.44357317,-1.32808862,-0.88089243,-1.87029317,0.99562676,1.05029053,-1.45320694,0.00497507,-1.49495044,-1.99499583,0.09338545,0.07596645,-1.43935955,-1.42164083,-1.51026059,-0.52820396,-0.76927398,-1.00783111,-0.02682462,-0.60543579,0.59455448,-1.40933337,-1.55640838,-1.84788312,-1.50058322,-0.44071537,-1.03703697,-0.36628689,-0.17356733,-0.65268239,1.29845865,1.63864596,-1.66517340,-1.91663390,-0.51182819,2.23316937,-2.44419994,-0.75177736,1.05349646,0.07708597,-0.52452591,-2.37817391,1.13932306,-2.44282762,4.71420508,3.97805373,1.66854261,-2.25422026,-0.16712036,5.37458175,2.79253773,-1.96039035,2.66874482,7.20741040,0.69854420,4.52866404,4.76967380,-0.69712750,4.99634217,4.95906317,2.81988121,7.98225946,12.82387094,6.23148835,18.65576045,17.42792447,4.77071644,-1.50480888,14.21672545,-2.13596372,-3.48907011,-6.69853227,6.82840765,18.10371776,2.25425346,24.72921482,2.46090329,-2.37950322,-3.96368841,3.32722880,3.70275266,1815.77826963
0.25758977,0.45004417,-0.01140264,0.05494463,0.00320245,0.03419323,-0.03711202,0.68807928,0.40956397,-0.70792065,0.26507188,-0.32867499,0.00862380,0.08856248,0.34992055,0.45922597,-0.51404203,0.70469386,-0.42895973,0.98605663,-0.47368424,-0.10805682,-0.30888870,0.51100814,0.22800321,-0.60361730,0.30435458,-0.67376655,-0.96414569,0.08807119,-0.32462919,0.03977627,0.10853227,-0.52124106,-0.26329980,-0.82528643,-1.79231391,0.20169279,-0.37715672,0.59521972,-2.88269462,-1.35091789,-3.77171990,-2.05308298,-3.19487863,-2.59775241,-4.48549260,-2.76987221,-2.52896321,-0.90768774,-3.02600561,-1.81370212,-2.82799388,-0.07721541,-2.27910229,-3.00184803,-3.79396152,-3.09315857,-1.53510209,-1.55208856,-0.98104226,2.22972757,-3.46205367,0.07407625,1.56926882,0.68240582,-2.32786819,3.11432005,-3.05986971,-4.74658461,-1.50743399,-5.66420938,-0.79105020,0.51758467,-6.39039824,4.31249232,-4.19710058,-4.13783850,-3.94715459,-2.77644863,0.65776309,-6.62173333,-5.21220780,-4.91054714,-15.30847118,-15.24206529,-4.96527994,8.73154283,-0.59973180,4.71101690,-5.99055856,-10.12515528,-3.42617126,-8.69989095,-10.39686218,9.01035368,-20.46335139,-0.75895702,-5.17066665,-2.93561696,2006.23867864
0.17393002,-0.14146522,-0.37396130,-0.30647449,-0.04216617,-0.92125706,-0.27476171,-0.04997525,-0.54154856,-0.16598152,-0.23163371,0.24625499,-0.39423575,0.64595860,-0.57282075,0.40391663,0.52405493,-0.22223849,0.38273917,-0.14267631,2.07460030,2.73989028,2.07016673,1.25752174,2.32662351,0.99546213,2.65793836,2.51886692,2.27812759,3.02528386,0.93669601,2.70523050,1.08016716,0.46853267,0.87552339,1.19538662,2.62907281,2.22183467,1.81645631,0.48115748,1.53231399,4.00510230,0.89720897,1.85735735,-1.12290356,0.20672094,0.83237979,0.24338721,0.85251674,0.22644948,1.66554249,1.10108021,1.07044066,1.07897797,1.16382945,0.13565396,1.15231170,2.05281250,1.30164126,2.55848994,5.02776015,3.33761914,5.57740090,10.29277590,5.34822755,0.64448265,-0.93233563,13.77754916,3.63336168,-0.63898955,4.14447492,-4.07811004,-2.19208482,0.82151803,1.11846831,4.07764493,-1.48919850,-1.65192242,-1.23122602,3.65088081,-15.50441492,-9.44722034,2.27711142,10.96051864,11.84929038,6.56938628,-9.41724516,-1.86080637,3.49755583,-1.11965793,7.28739006,-9.73334903,9.84339047,-0.72552166,-7.71795904,15.57204651,6.71420424,1.89597232,-4.18919103,7.70413055,2306.12141578
0.58489029,-0.33919328,-0.20089436,0.03003642,-0.06658702,0.38631164,0.57043411,0.16162695,0.16313352,0.97026900,-0.33922814,-0.37963774,-1.40071584,0.19873156,-0.36454650,-0.38441213,-0.75335870,-0.10743685,0.24522165,-0.82232559,-1.30872679,-0.36327695,0.23656831,0.23948087,0.83582943,-1.42175577,-1.73766431,-0.02032164,-0.12592728,-0.29006772,-0.95287035,0.47992234,-0.70306994,-0.71354091,0.18272577,0.69097742,0.11793411,-1.60560878,-1.47778475,-1.76473014,-1.96357749,0.28973913,-2.47032085,-0.07464296,2.50642584,0.24254969,1.79471735,0.61797577,0.34197070,0.62269852,-1.46710586,-0.63983278,-0.55238796,2.24748649,0.18008520,0.84843938,0.98238409,2.07044384,0.97595410,1.12593743,4.65238516,3.73124661,4.18358359,-0.71497107,-1.52926454,-0.46866093,0.72763136,2.89998460,0.75372214,3.09360393,4.69697790,-1.20454742,-0.38529713,2.63058162,-1.26185272,3.91782508,12.57484959,-0.54560854,0.93185326,-2.04597696,-16.93007545,9.67579698,7.12377554,8.62444459,-17.85079134,-1.98656111,-16.34937184,5.68932706,19.10308865,3.62641775,8.84455632,-0.17475625,18.86157547,0.74853220,5.25139707,10.14727317,-3.20209602,7.52342820,4.96286420,1.00824973,1956.32037582
-0.04916274,0.38704903,-0.78747103,-0.19304889,-0.33010815,0.33375799,-0.03156283,0.13354573,0.47952391,-0.08445120,-0.31905597,-0.67464747,0.36996775,-0.21325615,-0.17337662,0.05288587,-0.15062927,0.69816404,-0.48247763,-0.29927943,-0.70120241,-1.27684570,-2.91275937,-1.94397645,-1.73226864,-0.89942325,-0.57019012,0.06824755,-2.16255727,0.83503301,-1.38812787,-3.16902237,-1.92559582,-2.00059129,-1.71149655,-1.41808614,-0.08360308,-2.01994126,-1.75534273,-1.96799867,1.57884348,0.59779158,2.12044045,1.16159698,0.15736441,0.22107072,1.23203506,0.20348116,-1.38433415,0.89361883,-0.67412890,-0.18248958,0.25611405,2.22117362,-1.61895702,-1.37066614,-0.05809927,-0.37785503,0.41026728,2.32721872,3.81807373,-8.23028772,-4.19160809,3.73065829,-4.68018123,-0.88576149,5.05790229,0.72944994,-0.72445537,2.94393693,-4.09737403,-2.69933474,-2.12131042,1.19323434,-4.00682863,3.75251826,-1.87153382,-11.52743689,-6.10803568,3.44602632,-17.98174038,2.19978648,-18.51168797,-18.52675536,-6.58005466,-8.59476448,4.46206955,-13.25637520,7.26817327,6.01326476,-1.92277263,-9.16535630,-2.20319299,-2.43351007,-2.72734560,-9.32259381,0.48442558,-16.99927925,-11.12897551,-1.85151570,2742.77686546
0.51381260,-0.10195037,0.06767126,0.35690103,-0.00821015,-0.95393373,-0.43559236,0.00137049,-0.02179846,-0.44715586,0.68649811,-0.23630428,0.39296053,0.59076015,-0.81049121,0.34517508,-0.23013006,-0.66435357,-0.91810715,-0.58834162,0.09569555,0.68754956,-0.64416017,1.51464457,1.26670866,0.49664243,0.80455518,-0.04318462,0.83363088,-0.76858934,-1.19939072,1.02855988,0.89474054,-0.45260416,0.49252325,-0.48669915,1.23464594,-0.26880322,1.04724736,1.50197879,0.50659158,-0.16629407,-0.88637175,2.37479650,2.60705679,-1.63758524,-0.49439395,-0.86912548,0.07507507,-1.73711676,-1.53716622,0.48412272,-0.62775337,1.52011860,-1.03720208,0.42777823,-0.53712649,0.87060964,-0.27137656,1.66881404,3.83865585,2.11308662,7.55574769,7.01335821,1.45524431,3.35228949,3.42795998,-3.09007771,6.09993053,8.89693946,10.82975509,6.70858036,-3.56928227,4.03432110,6.12557585,6.18972748,0.00624878,3.70024144,2.55895344,3.76523841,-15.03108270,5.95955138,15.06068156,7.65840983,-10.35691987,12.85072143,-12.50893314,9.21903691,-3.71800726,-1.08106207,-6.06270455,4.33872095,3.87794823,18.33130447,7.28598551,-10.25693404,-18.83993550,-3.95758709,-1.90362806,8.68790097,2242.46385209
